Course name	Unique ID	start date	end date	Location
Flash 401 ActionScript HotShot	69666	28/10/10	29/10/10	London
Flash 401 ActionScript HotShot	69667	9/12/10	10/12/10	London
Flex 101 Developing RIAs	69668	2/8/10	4/8/10	London
Flex 101 Developing RIAs	69669	20/9/10	22/9/10	London
Flex 101 Developing RIAs	69670	1/11/10	3/11/10	London
Flex 101 Developing RIAs	69671	13/12/10	15/12/10	London
HTML 101 Rookie	69673	26/7/10	27/7/10	London
HTML 101 Rookie	69674	13/9/10	14/9/10	London
HTML 101 Rookie	69675	15/11/10	16/11/10	London
Cancelled	69676	2/9/10	3/9/10	London
Javascript 101 Rookie	69678	26/7/10	27/7/10	London
Javascript 101 Rookie	69679	20/12/10	21/12/10	London
Cancelled	69680	1/9/10	3/9/10	London
PHP & My SQL 101 Rookie	69681	22/11/10	24/11/10	London
Ruby on Rails 101 Rookie	69682	10/11/10	12/11/10	London
3ds Max Jumpstart Zero to Hero	69683	12/7/10	16/7/10	London
3ds Max Jumpstart Zero to Hero	69684	16/8/10	20/8/10	London
3ds Max Jumpstart Zero to Hero	69685	20/9/10	24/9/10	London
3ds Max Jumpstart Zero to Hero	69686	15/11/10	19/11/10	London
3ds Max Jumpstart Zero to Hero	69687	13/12/10	17/12/10	London
3ds Max 201 Hotshot	69688	9/8/10	11/8/10	London
Cancelled	69689	11/11/10	12/11/10	London
Cancelled	69690	12/8/10	13/8/10	London
Cancelled	69691	8/11/10	10/11/10	London
AutoCAD 101 Rookie	69692	5/7/10	7/7/10	London
AutoCAD 101 Rookie	69693	2/8/10	4/8/10	London
AutoCAD 101 Rookie	69694	13/9/10	15/9/10	London
AutoCAD 101 Rookie	69695	4/10/10	6/10/10	London
AutoCAD 101 Rookie	69696	1/11/10	3/11/10	London
AutoCAD 101 Rookie	69697	29/11/10	1/12/10	London
AutoCAD 201 Hotshot	69699	18/10/10	19/10/10	London
AutoCAD 201 Hotshot	69700	22/11/10	23/11/10	London
AutoCAD 301  3d Modelling	69702	20/10/10	22/10/10	London
AutoCAD 301  3d Modelling	69703	24/11/10	26/11/10	London
Cinema 4D 101 Rookie	69706	16/8/10	18/8/10	London
Cinema 4D 101 Rookie	69707	11/10/10	13/10/10	London
Cinema 4D 101 Rookie	69708	6/12/10	8/12/10	London
Maya Jumpstart Zero to Hero	69709	6/9/10	10/9/10	London
Maya Jumpstart Zero to Hero	69710	29/11/10	3/12/10	London
Revit Architecture 101 Rookie	69711	4/10/10	6/10/10	London
Cancelled	69712	20/12/10	22/12/10	London
Color 101 Rookie	69713	31/8/10	1/9/10	London
Color 101 Rookie	69714	8/11/10	9/11/10	London
DVD Studio Pro 101 Rookie	69715	2/8/10	4/8/10	London
DVD Studio Pro 101 Rookie	69716	8/11/10	10/11/10	London
Final Cut Pro 101 Rookie	69717	19/7/10	21/7/10	London
Fireworks 101 Rookie	69718	13/10/10	15/10/10	London
Logic 101 Rookie	69720	1/9/10	3/9/10	London
Cancelled	69721	2/8/10	4/8/10	London
Motion 101 Rookie	69722	8/12/10	10/12/10	London
Premiere Pro 101 Rookie	69723	19/8/10	20/8/10	London
After Effects 101 Rookie	69724	16/8/10	18/8/10	London
Premiere Pro 101 Rookie	69725	14/10/10	15/10/10	London
Premiere Pro 101 Rookie	69726	9/12/10	10/12/10	London
Cancelled	69728	23/8/10	24/8/10	London
Cancelled	69730	10/5/10	10/5/10	Manchester
Room Hire	69731	4/5/10	4/5/10	Manchester
Acrobat 101 Rookie	69732	12/8/10	12/8/10	Manchester
Acrobat 101 Rookie	69733	22/11/10	22/11/10	Manchester
Cancelled	69734	11/5/10	11/5/10	Manchester
Acrobat 201 Hotshot	69735	13/8/10	13/8/10	Manchester
Acrobat 201 Hotshot	69736	23/11/10	23/11/10	Manchester
Room Hire	69737	14/5/10	14/5/10	Manchester
Illustrator 101 Rookie	69738	17/5/10	18/5/10	Manchester
Cancelled	69739	19/5/10	20/5/10	Manchester
Room Hire	69741	3/6/10	4/6/10	Manchester
Illustrator 101 Rookie	69742	6/9/10	7/9/10	Manchester
Illustrator 101 Rookie	69743	15/11/10	16/11/10	Manchester
Illustrator 201 Hotshot	69744	21/7/10	22/7/10	Manchester
Illustrator 201 Hotshot	69745	8/9/10	9/9/10	Manchester
Illustrator 201 Hotshot	69746	17/11/10	18/11/10	Manchester
InDesign 101 Rookie	69747	14/7/10	15/7/10	Manchester
InDesign 101 Rookie	69748	16/8/10	17/8/10	Manchester
InDesign 101 Rookie	69749	22/9/10	23/9/10	Manchester
InDesign 101 Rookie	69750	18/10/10	19/10/10	Manchester
InDesign 101 Rookie	69751	24/11/10	25/11/10	Manchester
InDesign 101 Rookie	69752	13/12/10	14/12/10	Manchester
InDesign 201 Hotshot	69753	18/8/10	19/8/10	Manchester
InDesign 201 Hotshot	69754	20/10/10	21/10/10	Manchester
InDesign 201 Hotshot	69755	15/12/10	16/12/10	Manchester
Photoshop 101 Rookie	69756	12/7/10	13/7/10	Manchester
Photoshop 101 Rookie	69757	18/8/10	19/8/10	Manchester
Photoshop 101 Rookie	69758	20/9/10	21/9/10	Manchester
Cancelled	69759	20/10/10	21/10/10	Manchester
Photoshop 101 Rookie	69760	22/11/10	23/11/10	Manchester
Photoshop 101 Rookie	69761	15/12/10	16/12/10	Manchester
Photoshop 201 Hotshot	69762	14/7/10	15/7/10	Manchester
Photoshop 201 Hotshot	69763	22/9/10	23/9/10	Manchester
Photoshop 201 Hotshot	69764	24/11/10	25/11/10	Manchester
Photoshop ACA	69766	16/7/10	16/7/10	Manchester
Photoshop ACA	69767	24/9/10	24/9/10	Manchester
Cancelled	69768	26/11/10	26/11/10	Manchester
QuarkXPress 101 Rookie	69769	16/8/10	17/8/10	Manchester
QuarkXPress 101 Rookie	69770	18/10/10	19/10/10	Manchester
QuarkXPress 101 Rookie	69771	13/12/10	14/12/10	Manchester
Cancelled	69772	6/12/10	7/12/10	Manchester
Dreamweaver 101 Rookie	69773	1/11/10	3/11/10	Manchester
Captivate 101 Rookie	69774	26/7/10	27/7/10	Manchester
Cancelled	69775	11/10/10	12/10/10	Manchester
Cascading Style Sheets 101 Rookie	69776	8/7/10	9/7/10	Manchester
Cancelled	69777	2/9/10	3/9/10	Manchester
Cancelled	69778	27/10/10	28/10/10	Manchester
Dreamweaver 101 Rookie	69779	13/9/10	15/9/10	Manchester
Dreamweaver 101 Rookie	69780	2/8/10	4/8/10	Manchester
Dreamweaver ACA	69781	6/8/10	6/8/10	Manchester
Dreamweaver ACA	69782	17/9/10	17/9/10	Manchester
Cancelled	69783	5/11/10	5/11/10	Manchester
Cancelled	69784	20/9/10	21/9/10	Manchester
Flash 101 Rookie	69785	12/7/10	13/7/10	Manchester
Flash 101 Rookie	69786	5/8/10	6/8/10	Manchester
Flash 101 Rookie	69787	23/8/10	24/8/10	Manchester
Flash 101 Rookie	69788	16/9/10	17/9/10	Manchester
Flash 101 Rookie	69789	4/10/10	5/10/10	Manchester
Flash 101 Rookie	69790	4/11/10	5/11/10	Manchester
Flash 101 Rookie	69791	29/11/10	30/11/10	Manchester
Flash 201 HotShot	69792	25/8/10	26/8/10	Manchester
Flash 201 HotShot	69793	6/10/10	7/10/10	Manchester
Flash 201 HotShot	69794	1/12/10	2/12/10	Manchester
Flash ACA	69795	27/8/10	27/8/10	Manchester
Flash ACA	69796	8/10/10	8/10/10	Manchester
Flash ACA	69797	3/12/10	3/12/10	Manchester
Flash 301 ActionScript Rookie	69798	26/7/10	28/7/10	Manchester
Cancelled	69799	11/10/10	13/10/10	Manchester
Flash 301 - Actionscript Rookie	69800	29/11/10	1/12/10	Manchester
Cancelled	69801	2/12/10	3/12/10	Manchester
Flash 401 ActionScript HotShot	69802	29/7/10	30/7/10	Manchester
Flex 101 Developing RIAs	69803	27/9/10	29/9/10	Manchester
Cancelled	69804	14/10/10	15/10/10	Manchester
AutoCAD 101 Rookie	69805	4/10/10	6/10/10	Cardiff
Cancelled	69806	15/11/10	17/11/10	Manchester
Flex Data and Communications	69807	30/9/10	1/10/10	Manchester
Flex Data and Communications	69808	18/11/10	19/11/10	Manchester
HTML 101 Rookie	69810	31/8/10	1/9/10	Manchester
HTML 101 Rookie	69811	25/10/10	26/10/10	Manchester
Cancelled	69812	1/11/10	2/11/10	Manchester
3ds Max Jumpstart Zero to Hero	69813	19/7/10	23/7/10	Manchester
3ds Max Jumpstart Zero to Hero	69814	25/10/10	29/10/10	Manchester
3ds Max 201 Hotshot	69815	31/8/10	2/9/10	Manchester
3ds Max 201 Hotshot	69816	1/11/10	3/11/10	Manchester
AutoCAD 101 Rookie	69817	9/8/10	11/8/10	Manchester
AutoCAD 101 Rookie	69818	27/9/10	29/9/10	Manchester
AutoCAD 101 Rookie	69819	6/12/10	8/12/10	Manchester
AutoCAD 201 Hotshot	69820	6/9/10	7/9/10	Manchester
AutoCAD 201 Hotshot	69821	8/11/10	9/11/10	Manchester
AutoCAD 301  3d Modelling	69822	8/9/10	10/9/10	Manchester
AutoCAD 301  3d Modelling	69823	10/11/10	12/11/10	Manchester
Cancelled	69824	2/8/10	4/8/10	Manchester
Cancelled	69825	8/11/10	10/11/10	Manchester
Maya Jumpstart Zero to Hero	69826	23/8/10	27/8/10	Manchester
Revit Architecture 101 Rookie	69827	9/8/10	11/8/10	Manchester
Bespoke - At Academy Class	69828	8/11/10	11/11/10	Manchester
Illustrator 101 Rookie	69829	3/8/10	4/8/10	Glasgow
Illustrator 101 Rookie	69830	15/11/10	16/11/10	Glasgow
Cancelled	69831	5/8/10	6/8/10	Glasgow
Illustrator 201 Hotshot	69832	17/11/10	18/11/10	Glasgow
InDesign 101 Rookie	69833	21/7/10	22/7/10	Glasgow
InDesign 101 Rookie	69834	31/8/10	1/9/10	Glasgow
InDesign 101 Rookie	69835	22/9/10	23/9/10	Glasgow
InDesign 101 Rookie	69836	1/11/10	2/11/10	Glasgow
InDesign 101 Rookie	69837	1/12/10	2/12/10	Glasgow
InDesign 201 Hotshot	69838	2/9/10	3/9/10	Glasgow
InDesign 201 Hotshot	69839	3/11/10	4/11/10	Glasgow
Photoshop 101 Rookie	69841	19/7/10	20/7/10	Glasgow
Photoshop 101 Rookie	69842	9/8/10	10/8/10	Glasgow
Cancelled	69843	20/9/10	21/9/10	Glasgow
Cancelled	69844	18/10/10	19/10/10	Glasgow
Photoshop 101 Rookie	69845	29/11/10	30/11/10	Glasgow
Photoshop 201 Hotshot	69846	11/8/10	12/8/10	Glasgow
Cancelled	69847	20/10/10	21/10/10	Glasgow
Photoshop ACA	69848	13/8/10	13/8/10	Glasgow
Cancelled	69849	22/10/10	22/10/10	Glasgow
Dreamweaver 101 Rookie	69850	26/7/10	28/7/10	Glasgow
Dreamweaver 101 Rookie	69851	27/9/10	29/9/10	Glasgow
Dreamweaver 101 Rookie	69852	22/11/10	24/11/10	Glasgow
Dreamweaver ACA	69853	27/8/10	27/8/10	Glasgow
Cancelled	69854	8/10/10	8/10/10	Glasgow
Flash 101 Rookie	69855	5/7/10	6/7/10	Glasgow
Flash 101 Rookie	69856	29/7/10	30/7/10	Glasgow
Flash 101 Rookie	69857	6/9/10	7/9/10	Glasgow
Premiere Pro 201 Hotshot	69858	25/10/10	26/10/10	London
Flash 101 Rookie	69859	25/11/10	26/11/10	Glasgow
Flash 201 HotShot	69860	7/7/10	8/7/10	Glasgow
Flash 201 HotShot	69861	8/9/10	9/9/10	Glasgow
Flash 201 HotShot	69862	27/10/10	29/10/10	Glasgow
Dreamweaver ACA	69863	9/7/10	9/7/10	Glasgow
Flash ACA	69864	10/9/10	10/9/10	Glasgow
Cancelled	69865	29/10/10	29/10/10	Glasgow
Cancelled	69866	16/8/10	18/8/10	Glasgow
Cancelled	69867	8/11/10	10/11/10	Glasgow
Cancelled	69868	19/8/10	20/8/10	Glasgow
Cancelled	69869	11/11/10	12/11/10	Glasgow
Cancelled	69870	27/9/10	29/9/10	Glasgow
Cancelled	69871	30/9/10	1/10/10	Glasgow
Cancelled	69872	27/9/10	1/10/10	Glasgow
3ds Max Jumpstart Zero to Hero	69873	12/7/10	16/7/10	Glasgow
3ds Max Jumpstart Zero to Hero	69874	15/11/10	19/11/10	Glasgow
AutoCAD 101 Rookie	69875	23/8/10	25/8/10	Glasgow
AutoCAD 101 Rookie	69876	13/12/10	15/12/10	Glasgow
Cancelled	69877	13/9/10	14/9/10	Glasgow
Cancelled	69878	20/12/10	21/12/10	Glasgow
Cancelled	69879	15/9/10	17/9/10	Glasgow
Cancelled	69880	4/10/10	8/10/10	Glasgow
Cancelled	69881	5/8/10	6/8/10	Glasgow
After Effects 101 Rookie	69882	6/12/10	8/12/10	London
After Effects 201 Hotshot	69883	9/12/10	10/12/10	London
After Effects 101 Rookie	69885	15/12/10	17/12/10	Glasgow
Final Cut Pro 300 Hotshot	69886	28/6/10	29/6/10	Glasgow
Final Cut Pro 300 Hotshot	69887	8/11/10	10/11/10	Glasgow
Cancelled	69888	4/10/10	6/10/10	Glasgow
Premiere Pro 101 Rookie	69889	3/8/10	4/8/10	Glasgow
Premiere Pro 101 Rookie	69890	29/11/10	30/11/10	Glasgow
Cancelled	69891	25/8/10	26/8/10	Newcastle
InDesign 101 Rookie	69892	17/11/10	18/11/10	Newcastle
Cancelled	69894	23/8/10	24/8/10	Newcastle
Cancelled	69895	15/11/10	16/11/10	Newcastle
Cancelled	69896	16/8/10	18/8/10	Newcastle
Cancelled	69897	22/11/10	24/11/10	Newcastle
Cancelled	69898	1/7/10	2/7/10	Newcastle
Flash 101 Rookie	69899	19/8/10	20/8/10	Newcastle
Flash 101 Rookie	69900	25/11/10	26/11/10	Newcastle
InDesign 101 Rookie	69901	28/7/10	29/7/10	Cardiff
InDesign 101 Rookie	69902	25/8/10	26/8/10	Cardiff
InDesign 101 Rookie	69903	29/9/10	30/9/10	Cardiff
InDesign 101 Rookie	69904	27/10/10	28/10/10	Cardiff
InDesign 101 Rookie	69905	24/11/10	25/11/10	Cardiff
InDesign 101 Rookie	69906	15/12/10	16/12/10	Cardiff
InDesign 201 Hotshot	69907	18/8/10	19/8/10	Cardiff
InDesign 201 Hotshot	69908	3/11/10	4/11/10	Cardiff
Photoshop 101 Rookie	69909	26/7/10	27/7/10	Cardiff
Photoshop 101 Rookie	69910	23/8/10	24/8/10	Cardiff
Photoshop 101 Rookie	69911	27/9/10	28/9/10	Cardiff
Bespoke Course	69912	19/3/10	19/3/10	
Photoshop 101 Rookie	69913	25/10/10	26/10/10	Cardiff
Photoshop 101 Rookie	69914	22/11/10	23/11/10	Cardiff
Photoshop 101 Rookie	69915	22/12/10	23/12/10	Cardiff
Photoshop 201 Hotshot	69916	16/8/10	17/8/10	Cardiff
Photoshop 201 Hotshot	69917	1/11/10	2/11/10	Cardiff
Dreamweaver 101 Rookie	69918	12/7/10	14/7/10	Cardiff
Photoshop 101 Rookie	69919	9/8/10	11/8/10	Cardiff
Dreamweaver 101 Rookie	69920	13/9/10	15/9/10	Cardiff
Dreamweaver 101 Rookie	69921	11/10/10	13/10/10	Cardiff
Dreamweaver 101 Rookie	69922	8/11/10	10/11/10	Cardiff
Dreamweaver 101 Rookie	69923	6/12/10	8/12/10	Cardiff
Flash 101 Rookie	69924	15/7/10	16/7/10	Cardiff
Flash 101 Rookie	69925	12/8/10	13/8/10	Cardiff
Flash 101 Rookie	69926	16/9/10	17/9/10	Cardiff
Flash 101 Rookie	69927	14/10/10	15/10/10	Cardiff
Flash 101 Rookie	69928	11/11/10	12/11/10	Cardiff
Cancelled	69929	9/12/10	10/12/10	London
Flash 301 - Actionscript Rookie	69930	19/7/10	21/7/10	Cardiff
Flash 301 - Actionscript Rookie	69931	20/10/10	22/10/10	Cardiff
Cancelled	69932	4/10/10	6/10/10	Cardiff
Bespoke Course	69933	19/3/10	19/3/10	
InDesign 101 Rookie	69934	28/7/10	29/7/10	Birmingham
InDesign 101 Rookie	69935	13/10/10	14/10/10	Birmingham
Cancelled	69936	26/7/10	27/7/10	Cardiff
Cancelled	69937	11/10/10	12/10/10	Birmingham
Dreamweaver 101 Rookie	69938	16/8/10	18/8/10	Birmingham
Bespoke Course	69939	19/3/10	19/3/10	
Dreamweaver 101 Rookie	69940	8/11/10	10/11/10	Birmingham
Flash 101 Rookie	69941	19/8/10	20/8/10	Birmingham
Flash 101 Rookie	69942	11/11/10	12/11/10	Birmingham
InDesign 101 Rookie	69943	25/8/10	26/8/10	Leeds
InDesign 101 Rookie	69944	17/11/10	18/11/10	Leeds
Photoshop 101 Rookie	69945	23/8/10	24/8/10	Leeds
Dreamweaver 101 Rookie	69947	16/8/10	18/8/10	Leeds
Dreamweaver 101 Rookie	69948	22/11/10	24/11/10	Leeds
Flash 101 Rookie	69949	19/8/10	20/8/10	Leeds
Flash 101 Rookie	69950	25/11/10	26/11/10	Leeds
Bespoke - on-site	69951	23/3/10	23/3/10	On-site
Cancelled	69952	29/4/10	30/4/10	Leeds
Illustrator 101 Rookie	69953	18/6/10	18/6/10	Newcastle
Cancelled	69954	12/5/10	14/5/10	London
Training Vouchers	69955	29/3/10	29/3/10	London
Sketch Up 101 Rookie	69956	1/4/10	1/4/10	London
Bespoke Course	69957	31/3/10	31/3/10	
Bespoke Course	69958	4/5/10	4/5/10	On-site
Dreamweaver Day 4 ACA	69959	5/8/10	5/8/10	Manchester
Search Marketing (PPC)	69960	19/7/10	19/7/10	London
Bespoke Course	69961	21/5/10	21/5/10	London
Bespoke Course	69963	11/5/10	13/5/10	On-site
Cancelled	69964	16/6/10	17/6/10	Leeds
Bespoke Course	69965	7/5/10	7/5/10	On-site
Dreamweaver CS4 HTML Newsletters	69966	7/6/10	8/6/10	London
iPhone Developer 101 Rookie	69967	14/6/10	15/6/10	London
After Effects 201 Hotshot	69968	24/6/10	24/6/10	London
Premiere Pro 101 Rookie	69969	24/6/10	25/6/10	London
After Effects 201 Hotshot	69970	19/8/10	20/8/10	London
After Effects 101 Rookie	69971	11/10/10	13/10/10	London
After Effects 201 Hotshot	69972	14/10/10	15/10/10	London
Photoshop ACA	69974	5/7/10	5/7/10	Cardiff
Photoshop 101 Rookie	69975	4/5/10	5/5/10	Cardiff
InDesign 201 Hotshot	69976	25/8/10	26/8/10	London
Bespoke - on-site	69978	4/5/10	6/5/10	Manchester
Final Cut Pro 101 Rookie	69980	10/4/10	10/4/10	On-site
Bespoke Course	69981	4/5/10	5/5/10	London
Bespoke Course	69982	6/5/10	6/5/10	London
Bespoke Course	69983	5/5/10	6/5/10	On-site
Bespoke Course	69984	15/4/10	15/4/10	
Bespoke - on-site	69985	7/5/10	7/5/10	Manchester
Illustrator 101 Rookie	69986	13/8/10	13/8/10	London
Room Hire	69987	9/6/10	9/6/10	London
Training Vouchers	69988	16/4/10	16/4/10	London
PHP & My SQL 101 Rookie	69989	14/6/10	15/6/10	Manchester
Photoshop 101 Rookie	69991	1/6/10	1/6/10	Glasgow
Captivate 101 Rookie	69992	12/7/10	13/7/10	Glasgow
Bespoke - off-site	69993	10/6/10	11/6/10	On-site
Bespoke - off-site	69994	17/6/10	18/6/10	On-site
Cancelled	69995	5/6/10	5/6/10	London
Bespoke Course	69996	28/4/10	28/4/10	London
Email Marketing 101 Rookie	69997	15/6/10	15/6/10	On-site
Autodesk Exam	69998	21/5/10	21/5/10	Manchester
Cancelled	69999	15/6/10	15/6/10	On-site
AutoCAD ACA Prep / Exam	70000	16/9/10	17/9/10	London
Cancelled	70001	1/6/10	1/6/10	London
Photoshop 101 ACA Weekends	70002	5/6/10	5/6/10	London
Accessible Websites Introduction	70003	25/12/10	25/12/10	Birmingham
XML Introduction	70004	1/6/10	3/6/10	London
InDesign 101 Weekends	70005	26/6/10	26/6/10	London
Illustrator 101 Weekends	70006	10/7/10	10/7/10	London
Bespoke Course	70007	21/7/10	22/7/10	On-site
Final Cut Pro 300 Hotshot	70008	13/10/10	15/10/10	London
Dreamweaver CS4 HTML Newsletters	70009	7/5/10	7/5/10	London
Dreamweaver Day 4 ACA	70010	5/8/10	5/8/10	London
Bespoke Course	70011	29/4/10	29/4/10	
Cinema 4D 101 Rookie	70012	6/5/10	7/5/10	London
Illustrator 101 Rookie	70013	30/7/10	30/7/10	Cardiff
Bespoke - on-site	70016	30/4/10	30/4/10	On-site
Bespoke - on-site	70018	30/4/10	30/4/10	On-site
Bespoke Course	70020	29/6/10	1/7/10	On-site
Dreamweaver 101 Rookie (EVE)	70021	1/6/10	1/6/10	London
Flash 101 Rookie (EVE)	70022	20/7/10	20/7/10	London
Training Vouchers	70023	6/5/10	6/5/10	On-site
Cancelled	70024	16/6/10	17/6/10	London
Revit Architecture 101 Rookie	70025	8/6/10	10/6/10	Manchester
InDesign 101 Rookie	70026	6/5/10	6/5/10	On-site
Training Vouchers	70027	7/5/10	7/5/10	Glasgow
Illustrator 101 Rookie	70028	19/7/10	20/7/10	Manchester
Social Media 101: Rookie	70029	21/6/10	22/6/10	London
Bespoke Course	70030	17/5/10	17/5/10	On-site
Bespoke Course	70031	20/5/10	20/5/10	On-site
Powerpoint 2007 MCAS	70033	20/5/10	21/5/10	London
Bespoke Course	70034	10/5/10	10/5/10	Newcastle
Bespoke Course	70035	10/5/10	10/5/10	
Bespoke - on-site	70036	5/7/10	6/7/10	Newcastle
AutoCAD ACA Prep / Exam	70037	5/8/10	6/8/10	London
AutoCAD ACA Prep / Exam	70039	26/8/10	27/8/10	Leeds
Bespoke - off-site	70040	7/6/10	11/6/10	On-site
Illustrator 101 Rookie	70041	16/7/10	16/7/10	Manchester
Cancelled	70042	19/7/10	21/7/10	London
Bespoke Course	70043	19/5/10	19/5/10	On-site
Bespoke Course	70044	6/7/10	7/7/10	On-site
Cancelled	70046	18/5/10	20/5/10	London
AutoCAD ACA Prep / Exam	70047	8/7/10	9/7/10	London
Bespoke - off-site	70048	25/5/10	25/5/10	On-site
Bespoke - off-site	70049	2/6/10	2/6/10	On-site
Fireworks 101 Rookie	70050	23/8/10	24/8/10	Glasgow
Training Vouchers	70052	19/5/10	19/5/10	London
Bespoke Course	70054	26/5/10	27/5/10	London
AutoCAD ACA Prep / Exam	70055	26/8/10	27/8/10	Glasgow
Bespoke Course	70056	29/6/10	30/6/10	On-site
AutoCAD ACA Prep / Exam	70057	7/10/10	8/10/10	London
Bespoke Course	70058	17/6/10	18/6/10	Manchester
Flash 101 Rookie	70059	30/9/10	1/10/10	Glasgow
VMWare Training (QA)	70060	20/7/10	23/7/10	On-site
Flash 101 ACA Weekends	70061	3/7/10	3/7/10	London
Cancelled	70062	1/6/10	1/6/10	London
Dreamweaver 101 ACA Weekends	70063	24/7/10	24/7/10	London
VMWare Training (QA)	70064	14/6/10	14/6/10	London
Bespoke Course	70065	18/6/10	18/6/10	On-site
Bespoke Course	70066	25/6/10	25/6/10	On-site
Javascript 101 Rookie	70067	3/8/10	5/8/10	Cardiff
Dreamweaver Day 4 ACA	70068	28/10/10	28/10/10	London
Dreamweaver ACA	70069	29/10/10	29/10/10	London
Bespoke - Client Site	70070	5/7/10	9/7/10	On-site
Dreamweaver 101 Rookie (EVE)	70071	7/9/10	7/9/10	London
Flash 101 Rookie (EVE)	70072	26/10/10	26/10/10	London
Photoshop 101 ACA Weekends	70073	31/7/10	31/7/10	London
Cinema 4D 201 Hotshot	70074	19/8/10	20/8/10	London
Photoshop 101 Rookie	70075	14/6/10	15/6/10	London
Dreamweaver Day 4 ACA	70076	16/9/10	16/9/10	Manchester
Flex Data and Communications	70077	5/8/10	6/8/10	London
Cancelled	70078	16/7/10	16/7/10	London
Cancelled	70079	27/8/10	27/8/10	Newcastle
Cancelled	70080	16/6/10	16/6/10	London
Cancelled	70081	16/6/10	16/6/10	London
Dreamweaver 101 ACA Weekends	70082	18/9/10	18/9/10	London
Cancelled	70083	1/7/10	2/7/10	London
InDesign 201 Hotshot	70084	30/7/10	30/7/10	London
Bespoke - Client Site	70085	23/7/10	23/7/10	On-site
Bespoke - Client Site	70086	23/7/10	23/7/10	On-site
Bespoke - Client Site	70087	16/7/10	16/7/10	On-site
Bespoke Course	70088	13/7/10	16/7/10	Escape
Web Usability	70089	14/9/10	14/9/10	London
Bespoke - Client Site	70090	19/7/10	23/7/10	On-site
Room Hire	70091	6/7/10	7/7/10	Manchester
Bespoke Course	70093	13/7/10	14/7/10	On-site
Cancelled	70094	26/7/10	27/7/10	Birmingham
Cancelled	70097	10/9/10	10/9/10	London
Captivate 201 Hotshot	70098	29/9/10	30/9/10	London
Cancelled	70099	11/11/10	12/11/10	Manchester
Illustrator 101 Rookie	70100	24/9/10	24/9/10	London
Bespoke - At Academy Class	70101	21/7/10	23/7/10	London
Dreamweaver 101 Rookie	70102	16/6/10	16/6/10	Manchester
Cancelled	70103	9/8/10	10/8/10	Manchester
Photoshop 101 Rookie (EVE)	70104	7/9/10	7/9/10	London
Cancelled	70105	31/7/10	31/7/10	London
InDesign 101 Rookie (EVE)	70106	6/7/10	6/7/10	London
Cancelled	70107	3/8/10	3/8/10	London
The Designers Creative License	70109	3/7/10	4/7/10	London
Cancelled	70110	12/7/10	14/7/10	London
Illustrator 101 Rookie	70111	16/7/10	16/7/10	London
Photoshop 101 Rookie	70113	22/7/10	23/7/10	London
Illustrator 101 Rookie	70114	27/8/10	27/8/10	London
Illustrator 101 Rookie	70115	10/9/10	10/9/10	London
Illustrator 101 Rookie	70116	8/10/10	8/10/10	London
Illustrator 101 Rookie	70117	22/10/10	22/10/10	London
Illustrator 101 Rookie	70118	19/11/10	19/11/10	London
Illustrator 101 Rookie	70119	3/12/10	3/12/10	London
Illustrator 101 Rookie	70120	17/12/10	17/12/10	London
Illustrator 101 Rookie	70121	20/8/10	20/8/10	Manchester
Illustrator 101 Rookie	70122	24/9/10	24/9/10	Manchester
Illustrator 101 Rookie	70123	26/11/10	26/11/10	Manchester
Illustrator 101 Rookie	70124	17/12/10	17/12/10	Manchester
Cancelled	70125	23/7/10	23/7/10	Glasgow
Illustrator 101 Rookie	70126	24/9/10	24/9/10	Glasgow
Illustrator 101 Rookie	70127	3/12/10	3/12/10	Glasgow
Dreamweaver 101 Rookie	70128	23/6/10	25/6/10	Glasgow
Bespoke - At Academy Class	70131	6/7/10	8/7/10	London
Bespoke - At Academy Class	70132	13/7/10	15/7/10	London
Bespoke - Client Site	70133	5/7/10	8/7/10	On-site
Cancelled	70134	4/10/10	5/10/10	London
Cancelled	70135	1/7/10	1/7/10	London
Room Hire	70136	23/6/10	23/6/10	London
Illustrator 101 Rookie	70137	30/7/10	30/7/10	London
AutoCAD ACA Prep / Exam	70138	16/12/10	17/12/10	Glasgow
Cancelled	70139	21/8/10	21/8/10	London
Illustrator 101 Weekends	70140	4/9/10	4/9/10	London
Cancelled	70141	18/9/10	18/9/10	London
PHP & My SQL 101 Rookie	70143	13/9/10	15/9/10	Manchester
Apple Exam	70144	20/7/10	20/7/10	London
Acrobat 101 Rookie	70145	2/8/10	2/8/10	London
Acrobat 201 Hotshot	70146	3/8/10	3/8/10	London
Room Hire	70147	11/8/10	11/8/10	London
Final Cut Pro 101 Rookie	70148	13/9/10	15/9/10	London
Bespoke - At Academy Class	70153	14/7/10	16/7/10	London
HTML 101 Rookie	70155	7/7/10	7/7/10	Manchester
Apple Core Skills	70156	28/6/10	2/7/10	London
Bespoke - At Academy Class	70157	21/7/10	22/7/10	London
Cancelled	70158	24/9/10	24/9/10	Glasgow
Bespoke - At Academy Class	70159	15/7/10	16/7/10	London
Bespoke - Client Site	70160	8/7/10	9/7/10	On-site
Apple Exam	70161	3/9/10	3/9/10	London
Cancelled	70162	22/11/10	24/11/10	London
Coldfusion 101 Rookie	70163	4/10/10	6/10/10	London
Bespoke - At Academy Class	70165	2/8/10	3/8/10	London
Bespoke - Client Site	70166	15/7/10	16/7/10	On-site
Bespoke Course	70167	12/7/10	12/7/10	
